"specialty","visiting_city","visiting_site","visiting_lat","visiting_lon","frequency","origin_site","origin_city","origin_lat","origin_lon","consultant_name"
"Nephrology","Marshalltown","DaVita Marshalltown Mary Greeley Dialysis","42.03638","-92.91273","1/MO","Iowa Kidney Physicians - Med Plaza Office","Des Moines","41.58882","-93.62031","Arani Nanavati, MD"
"Cardiovascular Disease","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","2/MO","McFarland Clinic - Mary Greeley","Ames","42.0268","-93.62018","Jason Thomas Rasmussen, MD"
"Hematology-Oncology","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","1/WK","McFarland - William Bliss Cancer Center","Ames","42.0268","-93.62018","Austin Robert Greco, MD"
"Medical Oncology","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","1/WK","McFarland - William Bliss Cancer Center","Ames","42.0268","-93.62018","Joseph J Merchant, MD"
"Medical Oncology","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","1/WK","McFarland - William Bliss Cancer Center","Ames","42.0268","-93.62018","Sonam Jay Patel, MD"
"Nephrology","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","2/MO","McFarland Clinic - Medical Arts Building","Ames","42.0268","-93.62018","Jacob C Alexander, MD"
"Nephrology","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","2/MO","McFarland Clinic - Medical Arts Building","Ames","42.0268","-93.62018","Lavanya Amuluru, MD"
"Neurology","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","2/MO","McFarland Clinic - Medical Arts Building","Ames","42.0268","-93.62018","Edward Joseph Clemmons, DO"
"Neurology","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","2/MO","McFarland Clinic - Medical Arts Building","Ames","42.0268","-93.62018","Olesya Grinenko, MD"
"Neurology","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","1/MO","McFarland Clinic - Medical Arts Building","Ames","42.0268","-93.62018","Semira Ramic, DO"
"Obstetrics & Gynecology","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","1/MO","McFarland Clinic - Medical Arts Building","Ames","42.0268","-93.62018","Bonnie Sue Beer, MD"
"Obstetrics & Gynecology","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","1/MO","McFarland Clinic - Medical Arts Building","Ames","42.0268","-93.62018","Beth Kathleen Soulli, DO"
"Ophthalmology","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","1/MO","McFarland Clinic - Duff Ave Eye Center","Ames","42.0268","-93.62018","Nicolas G Hamouche, MD"
"Orthopaedic Surgery","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","2/MO","McFarland Clinic - Duff Ave","Ames","42.0268","-93.62018","James A Friederich, MD"
"Pain Medicine Anes","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","1/WK","McFarland Clinic Fam Med - West Ames","Ames","42.0268","-93.62018","Godfrey Ikigu Thuku, MD"
"Urology","Marshalltown","McFarland Clinic - Marshalltown Main St","42.03638","-92.91273","1/MO","McFarland Clinic - Duff Ave","Ames","42.0268","-93.62018","Damon James Dyche, MD"
"Cardiovascular Disease","Marshalltown","UnityPoint Specialty Clinic - Marshalltown","42.03638","-92.91273","1/WK","UnityPoint Waukee Med Park - Cardiology","Waukee","41.61198","-93.88563","Eduardo S Antezano, MD"
"Cardiovascular Disease","Marshalltown","UnityPoint Specialty Clinic - Marshalltown","42.03638","-92.91273","1/WK","UnityPoint Clinic Cardiology - Methodist Plaza","Des Moines","41.58882","-93.62031","Craig A Stark, MD"
"Nephrology","Marshalltown","UnityPoint Specialty Clinic - Marshalltown","42.03638","-92.91273","2/MO","Cedar Valley Med Spec - Neph/Rheum","Waterloo","42.49347","-92.34364","Vinay K Kantamneni, MD"
"Ob/Gyn - Hospice & Palliative Medicine","Marshalltown","UnityPoint Specialty Clinic - Marshalltown","42.03638","-92.91273","1/MO","UnityPoint Clinic OB/GYN - Grinnell","Grinnell","41.74327","-92.72736","Abby Nicole Flannagan, DO"
"Ob/Gyn - Hospice & Palliative Medicine","Marshalltown","UnityPoint Specialty Clinic - Marshalltown","42.03638","-92.91273","1/MO","Grinnell Family Practice ","Grinnell","41.74327","-92.72736","Heidi Joy Klingelhofer, DO"
"Urology","Marshalltown","UnityPoint Specialty Clinic - Marshalltown","42.03638","-92.91273","1/MO","UnityPoint Clinic Urology - Waterloo","Waterloo","42.49347","-92.34364","Eric David Andresen, MD"
"Urology","Marshalltown","UnityPoint Specialty Clinic - Marshalltown","42.03638","-92.91273","1/MO","UnityPoint Clinic Urology - Waterloo","Waterloo","42.49347","-92.34364","Eric John Askeland, MD"
"Urology","Marshalltown","UnityPoint Specialty Clinic - Marshalltown","42.03638","-92.91273","1/MO","UnityPoint Clinic Urology - Waterloo","Waterloo","42.49347","-92.34364","Daniel K Lee, MD"
"Urology","Marshalltown","UnityPoint Specialty Clinic - Marshalltown","42.03638","-92.91273","1/MO","UnityPoint Clinic Urology - Waterloo","Waterloo","42.49347","-92.34364","Mark Richard Newton, MD"
"Cardiovascular Disease","Missouri Valley","CHI Health - Missouri Valley","41.55741","-95.89469","2/MO","CHI Heart and Vascular Specialists","Omaha, NE","41.25865","-95.93719","Himanshu Agarwal, MD"
"Cardiovascular Disease","Missouri Valley","CHI Health - Missouri Valley","41.55741","-95.89469","2/MO","CHI Heart and Vascular Specialists","Omaha, NE","41.25865","-95.93719","Dawn M Bodnar, MD"
"Cardiovascular Disease","Missouri Valley","CHI Health - Missouri Valley","41.55741","-95.89469","2/MO","CHI Heart and Vascular Specialists","Omaha, NE","41.25865","-95.93719","Toufik Mahfood-Haddad, MD"
"General Surgery","Missouri Valley","CHI Health - Missouri Valley","41.55741","-95.89469","1/WK","CHI Mercy General Surgery - Council Bluffs","Council Bluffs","41.25896","-95.85436","Erin Hale, MD"
"Obstetrics & Gynecology","Missouri Valley","CHI Health - Missouri Valley","41.55741","-95.89469","2/MO","Women's Health Specialists Immanuel","Omaha, NE","41.25865","-95.93719","Sami K Zeineddine, MD"
"Orthopaedic Surgery","Missouri Valley","CHI Health - Missouri Valley","41.55741","-95.89469","1/WK","Omaha Ortho & Sports Med PC","Omaha, NE","41.25865","-95.93719","Jason John Mickels, MD"
"Otolaryngology","Missouri Valley","CHI Health - Missouri Valley","41.55741","-95.89469","2/MO","CHI Health Lakeside","Omaha, NE","41.25865","-95.93719","Adam Michael Pleas, MD"
"Pulmonary Disease","Missouri Valley","CHI Health - Missouri Valley","41.55741","-95.89469","1/MO","CHI Health Creighton University Med Cent","Omaha, NE","41.25865","-95.93719","Nikhil Jagan, MD"
"Urology","Missouri Valley","CHI Health - Missouri Valley","41.55741","-95.89469","1/MO","University of Nebraska Med Ctr","Omaha, NE","41.25865","-95.93719","Larry E Siref, MD"
"Cardiovascular Disease","Mount Ayr","Ringgold County Hospital","40.71108","-94.2332","3/MO","Iowa Heart Center - West Des Moines","West Des Moines","41.5755","-93.71303","Enrico L Martin, MD"
"Nephrology","Mount Ayr","Ringgold County Hospital","40.71108","-94.2332","1/MO","Associates in Kidney Care PLC","Des Moines","41.58882","-93.62031","Patrick Co Chua, MD"
"Orthopaedic Surgery","Mount Ayr","Ringgold County Hospital","40.71108","-94.2332","2/MO","Wayne County Hospital","Corydon","40.75842","-93.31806","Shehada Mohamad Homedan, MD"
"Urology","Mount Ayr","Ringgold County Hospital","40.71108","-94.2332","1/MO","Urology Center of Iowa","Clive","41.60709","-93.77495","Ryan Theodore Schulte, MD"
"Otolaryngology","Mount Pleasant","Henry County Health Center","40.9656","-91.55484","1/WK","Burlington ENT Clinic","West Burlington","40.82603","-91.16163","Douglas E Henrich, MD"
"Nephrology","Muscatine","UIHC Clinic - Muscatine","41.42051","-91.04491","1/MO","UIHC - Dept of Internal Medicine","Iowa City","41.66124","-91.53013","Meenakshi Sambharia, MD"
"Nephrology","Muscatine","UIHC Clinic - Muscatine","41.42051","-91.04491","1/MO","UIHC - Dept of Internal Medicine","Iowa City","41.66124","-91.53013","Douglas L Somers, MD"
"Pulmonary Disease","Muscatine","UIHC Clinic - Muscatine","41.42051","-91.04491","1/MO","UIHC - Dept of Internal Medicine","Iowa City","41.66124","-91.53013","Spyridon Fortis, MD"
"Cardiovascular Disease","Muscatine","UnityPoint Health Trinity - Muscatine Camp","41.42051","-91.04491","1/WK","Cardiovascular Medicine PC","Davenport","41.52353","-90.57704","Michael J Gimbel, MD"
"Cardiovascular Disease","Muscatine","UnityPoint Health Trinity - Muscatine Camp","41.42051","-91.04491","1/WK","Cardiovascular Medicine PC","Moline, IL","41.49222","-90.48927","Aswartha Reddy Pothula, MD"
"Cardiovascular Disease","Muscatine","UnityPoint Health Trinity - Muscatine Camp","41.42051","-91.04491","1/WK","Cardiovascular Medicine","Moline, IL","41.49222","-90.48927","Param Singh, MD"
"General Surgery","Nevada","Story County Medical Center","42.01965","-93.45228","2/MO","MercyOne Surgical Group - Des Moines","Des Moines","41.58882","-93.62031","Dennis A Whitmer, DO"
"Obstetrics & Gynecology","Nevada","Story County Medical Center","42.01965","-93.45228","1/MO","Story Medical Clinic - Nevada","Nevada","42.01965","-93.45228","Timothy G Leeds, MD"
"Ophthalmology","Nevada","Story County Medical Center","42.01965","-93.45228","1/MO","Wolfe Eye Clinic - Ames","Ames","42.0268","-93.62018","Steven Oscar Anderson, MD"
"Orthopaedic Surgery","Nevada","Story County Medical Center","42.01965","-93.45228","1/WK","Iowa Specialty Hospital/Clinics - Belmond","Belmond","42.84875","-93.6024","Gautam Kakade, MD"
"Physical Medicine & Rehab","Nevada","Story County Medical Center","42.01965","-93.45228","1/MO","Iowa Clinic - Physical Med/Podiatry","West Des Moines","41.5755","-93.71303","Todd C Troll, MD"
"Sleep Medicine Neurology","Nevada","Story County Medical Center","42.01965","-93.45228","1/MO","McFarland Clinic - Medical Arts Building","Ames","42.0268","-93.62018","Edward Joseph Clemmons, DO"
"Cardiovascular Disease","New Hampton","MercyOne Medical Center - New Hampton","43.05939","-92.30866","1/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Muhammad Anwar Al Sharif, DO"
"Cardiovascular Disease","New Hampton","MercyOne Medical Center - New Hampton","43.05939","-92.30866","1/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Byron T Beasley, MD"
"Cardiovascular Disease","New Hampton","MercyOne Medical Center - New Hampton","43.05939","-92.30866","1/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Samuel J Congello, DO"
"Cardiovascular Disease","New Hampton","MercyOne Medical Center - New Hampton","43.05939","-92.30866","1/WK","Mason City Clinic PC","Mason City","43.15362","-93.20104","Michael J Sarik, DO"
"Ob/Gyn - Hospice & Palliative Medicine","New Hampton","MercyOne Medical Center - New Hampton","43.05939","-92.30866","1/WK","MercyOne Family Med Residency - Mason City","Mason City","43.15362","-93.20104","Chad Michael McCambridge, MD"
"Orthopaedic Surgery","New Hampton","MercyOne Medical Center - New Hampton","43.05939","-92.30866","1/WK","Mason City Clinic PC","Mason City","43.15362","-93.20104","Mihail Radulescu, MD"
"Otolaryngology","New Hampton","MercyOne Medical Center - New Hampton","43.05939","-92.30866","2/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Vishram Jalukar, MD"
"Psychiatry","New Hampton","MercyOne Medical Center - New Hampton","43.05939","-92.30866","1/MO","Mason City Clinic - Psychiatry","Mason City","43.15362","-93.20104","Mark E Lassise, MD"
"Urology","New Hampton","MercyOne Medical Center - New Hampton","43.05939","-92.30866","2/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Kevin R Rier, MD"
"Allergy & Immunology","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/MO","Allergy Asthma & Sinus Center PC","West Des Moines","41.5755","-93.71303","Ravinder K Agarwal, MD"
"Cardiovascular Disease","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","2/WK","Iowa Clinic Cardiovascular - Plaza II","Des Moines","41.58882","-93.62031","Musab Alqasrawi, MD"
"Cardiovascular Disease","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/WK","Iowa Heart Center - West Des Moines","West Des Moines","41.5755","-93.71303","Joseph John Doerer, MD"
"Cardiovascular Disease","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/WK","Iowa Heart Center - West Des Moines","West Des Moines","41.5755","-93.71303","Michael C Fraizer, MD"
"Cardiovascular Disease","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/WK","Iowa Heart Center - West Des Moines","West Des Moines","41.5755","-93.71303","Harold Wenjing Hsu, MD"
"Cardiovascular Disease","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/WK","Iowa Heart Center - West Des Moines","West Des Moines","41.5755","-93.71303","Jason Douglas Meyers, MD"
"Cardiovascular Disease","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/WK","Iowa Heart Center - Mercy Medical Center","Des Moines","41.58882","-93.62031","Gardar Sigurdsson, MD"
"Dermatology","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/MO","Forefront Dermatology - Clive","Clive","41.60709","-93.77495","Vincent L Angeloni, MD"
"Hand Surgery","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/WK","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","John Thomas Heineman, MD"
"Hematology-Oncology","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/WK","Mission Cancer + Blood - John Stoddard","Des Moines","41.58882","-93.62031","Daniel Matthew Buroker, MD"
"Hematology-Oncology","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/WK","Mission Cancer + Blood - MercyOne Clive","Clive","41.60709","-93.77495","Christian Philip Schultheis, MD"
"Nephrology","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","3/MO","Iowa Kidney Physicians - Med Plaza Office","Des Moines","41.58882","-93.62031","Paravathy Krishna Geetha, MD"
"Nephrology","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","3/MO","Iowa Kidney Physicians - Med Plaza Office","Des Moines","41.58882","-93.62031","Jennifer Lauren Thompson, DO"
"Orthopaedic Surgery","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","2/MO","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Mark R Matthes, MD"
"Orthopaedic Surgery","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","3/MO","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Brett David Rosenthal, MD"
"Orthopaedic Surgery","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/WK","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Christopher Branden Vincent, MD"
"Otolaryngology","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/WK","Iowa Clinic ENT/Allergy","West Des Moines","41.5755","-93.71303","Brett James Baldwin, DO"
"Pain Medicine Anes","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/WK","Medical Center Anesthesiologists","Des Moines","41.58882","-93.62031","Jolene Marie Smith, DO"
"Pulmonary Disease","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/WK","Iowa Clinic Pulmonary","West Des Moines","41.5755","-93.71303","Ryan Matthew Brimeyer, DO"
"Pulmonary Disease","Newton","MercyOne Newton Medical Center","41.69558","-93.04347","1/WK","Iowa Clinic Pulmonary","West Des Moines","41.5755","-93.71303","Samantha   Danielson, MD"
"Cardiovascular Disease","Omaha","CHI Health Cardiology",NULL,NULL,"1/WK","CHI Health Cardiology","Omaha, NE","41.25865","-95.93719","Guneet Kaur Van De Graaff, MD"
"Nephrology","Omaha","Omaha Nephrology PC",NULL,NULL,"1/MO","Renal Associates","Dakota Dunes, SD","42.50394","-96.49581","Ashar Luqman, MD"
"Cardiovascular Disease","Onawa","Burgess Health Center","42.02673","-96.09725","4+/MO","CHI Health Cardiology","Omaha, NE","41.25865","-95.93719","Ahmed Salah Aboeata, MD"
"Cardiovascular Disease","Onawa","Burgess Health Center","42.02673","-96.09725","4+/MO","CHI Health Cardiology","Omaha, NE","41.25865","-95.93719","Venkata Mahesh Babu Alla, MD"
"Cardiovascular Disease","Onawa","Burgess Health Center","42.02673","-96.09725","2/WK","CHI Mercy Clinic Cardiology","Council Bluffs","41.25896","-95.85436","Terrence T Slattery, MD"
"Dermatology","Onawa","Burgess Health Center","42.02673","-96.09725",NULL,"CNOS, PC","Dakota Dunes, SD","42.50394","-96.49581","Michelle L Daffer, MD"
"Dermatology","Onawa","Burgess Health Center","42.02673","-96.09725","2/MO","Dunes Dermatology","Dakota Dunes, SD","42.50394","-96.49581","Patrick Kwame Safo, MD"
"Endocrinology Diabetes Metaboli","Onawa","Burgess Health Center","42.02673","-96.09725","2/MO","University of Nebraska Med Ctr","Omaha, NE","41.25865","-95.93719","Sydney Lynn Blount, MD"
"General Surgery","Onawa","Burgess Health Center","42.02673","-96.09725","1/WK","CNOS, PC","Dakota Dunes, SD","42.50394","-96.49581","James Ronald Hegvik, MD"
"General Surgery","Onawa","Burgess Health Center","42.02673","-96.09725","1/WK","CNOS, PC","Dakota Dunes, SD","42.50394","-96.49581","Craig Robert Nemechek, MD"
"General Surgery","Onawa","Burgess Health Center","42.02673","-96.09725","1/WK","CNOS, PC","Dakota Dunes, SD","42.50394","-96.49581","Lawrence T Volz, MD"
"Interventional Radiology","Onawa","Burgess Health Center","42.02673","-96.09725","1/MO","Vascular & Interventional Specialists","Dakota Dunes, SD","42.50394","-96.49581","Neal Khurana, MD"
"Medical Oncology","Onawa","Burgess Health Center","42.02673","-96.09725","1/MO","June E Nylen Cancer Center","Sioux City","42.49632","-96.40644","Nibash Budhathoki, MD"
